Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills,Domain
The Product Lifecycle: A Guide from start to finish,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/the-product-life-cycle,"In this 1 hour and 30 minutes long project-based course, you will learn how to understand the product development stage, you will learn to differentiate and locate products in the introduction stage of the product life cycle as well as doing the needed financial analysis for products in different product life cycle stages   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Product Sales  Data Analysis  analysis  Microsoft Excel  Product Lifecycle  Product Development  project  Product Management  tracking  Strategy business marketing,dataanalyst
Startup Valuation Methods,Duke University,Intermediate,4.3,https://www.coursera.org/learn/startup-valuation-methods,"How do different types of investors think about an investment opportunity? What kind of securities and contracts do they offer? How should a company decide what is a ""good deal""? This course is designed to introduce you to the challenges and pitfalls of financing new enterprises. You will learn the basic tools for valuating companies, including using discounted cashflow analysis in Excel and understanding how to apply this model to your entrepreneurial venture. You will then learn how valuation works with different types of securities that investors use to finance startups, from bank loans to venture capital to angel investing.",angel investor  Venture Capital  valuation (finance)  modeling  financial modeling  Entrepreneurship  cash flow  business plan  Finance  venture capital financing business finance,dataanalyst
Algorithms for DNA Sequencing,Johns Hopkins University,Advanced,4.7,https://www.coursera.org/learn/dna-sequencing,"We will learn computational methods -- algorithms and data structures -- for analyzing DNA sequencing data. We will learn a little about DNA, genomics, and how DNA sequencing is used.  We will use Python to implement key algorithms and data structures and to analyze real genomes and DNA sequencing datasets.",Computer Programming  edit distance  Python Programming  Algorithms  DNA  dnas  Bioinformatics  genomics  dna sequencing  smith waterman algorithm data-science data-analysis,dataanalyst
Getting Started With Game Development Using PyGame,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/getting-started-with-game-development-using-pygame,"In this 1-hour long project-based course, you will learn how to create a basic single-player Pong replica using the PyGame library for Python, creating a welcome screen, a game that responds to user input to move the paddle, scoring, and a game over screen with user options. By the end of the course, learners will have a basic understanding of the PyGame library and will be able to create simple games built on shapes. No previous experience with PyGame is required, as this is a basic introduction to the library, but familiarity with Python is recommended.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",video game development  display devices  gameplay  Software Engineering  ordered pair  Python Programming  i-deas  pygame  Computer Programming  project computer-science software-development,dataanalyst
Production Machine Learning Systems,Google Cloud,Beginner,4.6,https://www.coursera.org/learn/gcp-production-ml-systems,"In the second course of this specialization, we will dive into the components and best practices of a high-performing ML system in production environments.   Prerequisites: Basic SQL, familiarity with Python and TensorFlow",Machine Learning  systems architect  performance  Deep Learning  Cloud Computing  Google Cloud Platform  Human Learning  systems architecture  Tensorflow  data dependency data-science machine-learning,dataanalyst
Troubleshooting and Debugging Techniques,Google,Conversant,4.5,https://www.coursera.org/learn/troubleshooting-debugging-techniques,"In this course, we'll give you the tools to quickly identify and solve real-world problems that you might come across in your IT role. We'll look at a bunch of different strategies and approaches for tackling the most common pitfalls of your code and IT infrastructure. You'll learn strategies for approaching almost any technical problem and then see how those apply to solving different real-world scenarios.   We picked examples that include general system issues, issues with software that someone else wrote, and issues with programs that we wrote. We'll talk about problems that can affect any operating system, and we'll also look at challenges specific to certain platforms and scripting languages.  We strongly recommend that you�ve taken the prior courses in this program, or already have knowledge of Python and Linux so that you can follow along with our troubleshooting examples.",Computer Programming  Python Programming  Troubleshooting  resource  profilers  software  debugging  Problem Solving  Leadership and Management  debug code information-technology cloud-computing,dataanalyst
Data Visualization and Communication with Tableau,Duke University,Beginner,4.6,https://www.coursera.org/learn/analytics-tableau,"One of the skills that characterizes great business data analysts is the ability to communicate practical implications of quantitative analyses to any kind of audience member.  Even the most sophisticated statistical analyses are not useful to a business if they do not lead to actionable advice, or if the answers to those business questions are not conveyed in a way that non-technical people can understand.    In this course you will learn how to become a master at communicating business-relevant implications of data analyses.  By the end, you will know how to structure your data analysis projects to ensure the fruits of your hard labor yield results for your stakeholders.  You will also know how to streamline your analyses and highlight their implications efficiently using visualizations in Tableau, the most popular visualization program in the business world.  Using other Tableau features, you will be able to make effective visualizations that harness the human brain�s innate perceptual and cognitive tendencies to convey conclusions directly and clearly.  Finally, you will be practiced in designing and persuasively presenting business �data stories� that use these visualizations, capitalizing on business-tested methods and design principles.",Data Analysis  analytics  Communication  Computer Graphics  software  Data Visualization  business analytics  presentation  analysis  tableau software data-science data-analysis,dataanalyst
Relational database systems,Universidad Nacional Aut�noma de M�xico,Advanced,3.9,https://www.coursera.org/learn/relational-database,"Welcome to the specialization course Relational Database Systems. This course will be completed on six weeks, it will be supported with videos and various documents that will allow you to learn in a very simple way how several types of information systems and databases are available to solve different problems and needs of the companies.   Objective:  A learner will be able to design, test, and implement analytical, transactional or NoSQL database systems according to business requirements by programming reliable, scalable and maintainable applications and resources using SQL and Hadoop ecosystem.  Programming languages:  For course 1 you will use the MYSQL language.  Software to download: MySQL Workbench   In case you have a Mac / IOS operating system you will need to use a virtual Machine (VirtualBox, Vmware).",relational model  SQL  relational database  stored procedure  Databases  query optimization  Data Model  relational database management system  business requirements  entity relationship model data-science data-analysis,dataanalyst
Getting Started with Power BI Desktop,Coursera Project Network,Conversant,4.7,https://www.coursera.org/learn/power-bi-desktop,"In this 2-hour long project-based course, you will learn the basics of using Power BI Desktop software. We will do this by analyzing data on credit card defaults with Power BI Desktop. Power BI Desktop is a free Business Intelligence application from Microsoft that lets you load, transform, and visualize data. You can create interactive reports and dashboards quite easily, and quickly. We will learn some of the basics of Power BI by importing, transforming, and visualizing the data.  This course is aimed at learners who are looking to get started with the Power BI Desktop software. There are no hard prerequisites and any competent computer user should be able to complete the project successfully.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Data Analysis  Microsoft Excel  analysis  data reporting  Project Management  Business Intelligence  project  Data Visualization  sap erp  software business business-essentials,dataanalyst
Digital Thread: Implementation,The State University of New York,Beginner,4.7,https://www.coursera.org/learn/digital-thread-implementation,"There are opportunities throughout the design process of any product to make significant changes, and ultimately impact the future of manufacturing, by embracing the digital thread. In this course, you will dig into the transformation taking place in how products are designed and manufactured throughout the world. It is the second of two courses that focuses on the ""digital thread"" � the stream that starts at the creation of a product concept and continues to accumulate information and data throughout the product life cycle.    Hear about the realities of implementing the digital thread, directly from someone responsible for making it happen at a company. Learn how the digital thread can fit into product development processes in an office, on a shop floor, and even across an enterprise. Be prepared to talk about the benefits, and limitations, of enacting it.  Main concepts of this course will be delivered through lectures, readings, discussions and various videos.   This is the third course in the Digital Manufacturing & Design Technology specialization that explores the many facets of manufacturing�s �Fourth Revolution,�  aka Industry 4.0, and features a culminating project involving creation of a roadmap to achieve a self-established DMD-related professional goal.  To learn more about the Digital Manufacturing and Design Technology specialization, please watch the overview video by copying and pasting the following link into your web browser: https://youtu.be/wETK1O9c-CA",internet of things  Mechatronics  Average  manufacturing process management  Dial Indicators  SQL  Mechanical Engineering  measurement  smart label  Manufacturing Execution System physical-science-and-engineering mechanical-engineering,dataanalyst
Machine Learning: Clustering & Retrieval,University of Washington,Beginner,4.6,https://www.coursera.org/learn/ml-clustering-and-retrieval,"Case Studies: Finding Similar Documents  A reader is interested in a specific news article and you want to find similar articles to recommend.  What is the right notion of similarity?  Moreover, what if there are millions of other documents?  Each time you want to a retrieve a new document, do you need to search through all other documents?  How do you group similar documents together?  How do you discover new, emerging topics that the documents cover?     In this third case study, finding similar documents, you will examine similarity-based algorithms for retrieval.  In this course, you will also examine structured representations for describing the documents in the corpus, including clustering and mixed membership models, such as latent Dirichlet allocation (LDA).  You will implement expectation maximization (EM) to learn the document clusterings, and see how to scale the methods using MapReduce.  Learning Outcomes:  By the end of this course, you will be able to:    -Create a document retrieval system using k-nearest neighbors.    -Identify various similarity metrics for text data.    -Reduce computations in k-nearest neighbor search by using KD-trees.    -Produce approximate nearest neighbors using locality sensitive hashing.    -Compare and contrast supervised and unsupervised learning tasks.    -Cluster documents by topic using k-means.    -Describe how to parallelize k-means using MapReduce.    -Examine probabilistic clustering approaches using mixtures models.    -Fit a mixture of Gaussian model using expectation maximization (EM).    -Perform mixed membership modeling using latent Dirichlet allocation (LDA).    -Describe the steps of a Gibbs sampler and how to use its output to draw inferences.    -Compare and contrast initialization techniques for non-convex optimization objectives.    -Implement these techniques in Python.",Human Learning  modeling  Algorithms  cluster analysis  Mixture Model  Machine Learning  Latent Dirichlet Allocation  data clustering algorithms  k-means clustering  k-d tree data-science data-analysis,dataanalyst
"Nanotechnology and Nanosensors, Part1",Technion - Israel Institute of Technology,Intermediate,4.3,https://www.coursera.org/learn/nanotechnology1,"Nanotechnology and nanosensors are broad, interdisciplinary areas that encompass (bio)chemistry, physics, biology, materials science, electrical engineering and more. The present course will provide a survey on some of the fundamental principles behind nanotechnology and nanomaterials and their vital role in novel sensing properties and applications. The course will discuss interesting interdisciplinary scientific and engineering knowledge at the nanoscale to understand fundamental physical differences at the nanosensors. By the end of the course, students will understand the fabrication, characterization, and manipulation of nanomaterials, nanosensors, and how they can be exploited for new applications. Also, students will apply their knowledge of nanotechnology and nanosensors to a topic of personal interest in this course.  ---------------- COURSE OBJECTIVES The course main objective is to enhance critical, creative, and innovative thinking. The course encourages multicultural group work, constructing international 'thinking tanks' for the creation of new ideas. Throughout the course, you will be asked to reflect upon your learning, think ""out of the box"", and suggest creative ideas.     The course is set to encourage the understanding of: 1. The importance of nanoscale materials for sensing applications. 2. Approaches used for characterizing sensors based nanomaterials. 3. Approaches used for tailoring nanomaterials for a specific sensing application. 4. Metallic and semiconductor nanoparticles. 5. Organic and inorganic nanotubes and nanowires. 6. Optical, mechanical and chemical sensors based on nanomaterials. 7. Hybrid nanomaterial-based sensors.  ---------------- We recommend that you read the following supplementary reading materials: -Ji?� Janata, Principles of Chemical Sensors, Springer, 2d Edition (1989). -Roger George Jackson, Novel Sensors and Sensing, CRC Press (2004). _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  Teaching Team  About Professor Haick Hossam  Professor Hossam Haick is an expert in the field of nanotechnology, nanosensors, and non-invasive disease diagnosis. Prof. Haick is the recipient of the prestigious Marie Curie Excellence Award, ERC Award, and the FP-7 Health Award. He is also the recipient of more than 42 international honors and prizes for his achievements, including a Knight of the Order of Academic Palms (conferred by the French Government) and the �List of the World�s Top 35 Young Scientists�, and the Discovery Award of the Bill & Melinda Gates. Prof. Haick is the founder and the leader of a European consortium of eight universities and companies for the development of Advanced generation of nanosensors for disease diagnosis. He also serves as an associate editor of the two journals and serves as an advisory consultant to the Chemical Abstracts Service (CAS) � the world's authority for chemical information - a senior scientific advisory member of several national and international companies and institutes, and as a scientific evaluator in the European Commission. Email: hhossam@technion.ac.il   _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _   Course Staff  Meital Bar-Segev, Teaching Assistant: Received her B.A. (Cum Laude) in Chemistry and B.Sc (Cum Laude) in Materials Engineering from the Technion � Israel Institute of Technology (both in 2010). During her studies, she worked in a student position at Tower Semiconductors Ltd. After graduation she worked at Alfred Mann Institute in the Technion (AMIT) as a process development engineer. Currently, she performs her Ph.D. degree (direct track) in the Russell Berrie Nanotechnology Institute (RBNI) of the Technion under the supervision of Prof. Hossam Haick. The research of Meital focuses is the development of electronic skin based on nanoparticles.  Abeer Watted, Teaching Assistant: Received her B.Sc. and M.Sc. in Transportation and Highways Engineering from the Technion.  She is a Ph.D. student at the Faculty of Education in Science and Technology at the Technion, under the supervision of Asst. Prof. Miri Barak. She received a second master degree in Educatu in Science and Technology from the Technion in 2013. Her research focuses on science education and inquiry-based laboratories. Currently, Abeer works as a lecturer at Al-Qasemi Academic College of Education, where she serves also as the head of Civil Engineering Department.  Maya Usher, Teaching Assistant: Received her B.A. and M.A. (Cum Laude) in Communication Studies from Sapir Academic College and Ben Gurion University- Israel (2009; 2013 respectively). Currently, Maya is a PhD. candidate at the Faculty of Education in Science and Technology at the Technion, under the supervision of Asst. Prof. Miri Barak. Her research focuses on examining online collaborative learning in small multicultural groups.   Muhammad Khatib, Teaching Assistant: Received his B.Sc in Biochemical Engineering from the Technion � Israel Institute of Technology (2015). His final research project, conducted with Prof. Avi Schroeder, dealt with harnessing liposome-based drug delivery systems to applications in precise agriculture. Currently, he performs his Ph.D. (special track) in the Department of Chemical Engineering of the Technion under the supervision of Prof. Hossam Haick, and his research focuses on self-healing devices for monitoring infectious diseases.  Miri Barak, Pedagogical Advisor: Assistant Professor at the Faculty of Education in Science and Technology, Technion- Israel Institute of Technology. She is the Head of the Science and Learning Technologies group and the advisor of graduate students. Her academic activities focus on developing, integrating, and evaluating science education curricula at school and higher education levels. Her studies involve the use of information and communication technologies (ICT), with emphasis on emerging web-2.0 and cloud applications, to foster meaningful learning and high-order thinking.",Chemical Engineering  nanosensor  Civil Engineering  Aerospace Engineering  nanoparticle  physics  chemistry  Mechanical Engineering  nanoparticles  Nanotechnology physical-science-and-engineering chemistry,dataanalyst
Digital Signal Processing 4: Applications,�cole Polytechnique F�d�rale de Lausanne,Advanced,5,https://www.coursera.org/learn/dsp4,"Digital Signal Processing is the branch of engineering that, in the space of just a few decades, has enabled unprecedented levels of interpersonal communication and of on-demand entertainment. By reworking the principles of electronics, telecommunication and computer science into a unifying paradigm, DSP is a the heart of the digital revolution that brought us CDs, DVDs, MP3 players, mobile phones and countless other devices.   The goal, for students of this course, will be to learn the fundamentals of Digital Signal Processing from the ground up. Starting from the basic definition of a discrete-time signal, we will work our way through Fourier analysis, filter design, sampling, interpolation and quantization to build a DSP toolset complete enough to analyze a practical communication system in detail. Hands-on examples and demonstration will be routinely used to close the gap between theory and practice.  To make the best of this class, it is recommended that you are proficient in basic calculus and linear algebra; several programming examples will be provided in the form of Python notebooks but you can use your favorite programming language to test the algorithms described in the course.",digital signal processing  image processing  modems  electronics  signal processing  Algorithms  satellite digital imaging system  data transmission  microcontroller  image compression physical-science-and-engineering electrical-engineering,dataanalyst
Introduction to solar cells,Technical University of Denmark (DTU),Beginner,4.8,https://www.coursera.org/learn/solar-cells,"How do solar cells work, why do we need, and how can we measure their efficiency? These are just some of the questions Introduction to solar cells tackles. Whether you are looking for general insight in this green technology or your ambition is to pursue a career in solar, �Introduction to Solar Cells� is an excellent starting point.  The course is a tour through the fundamental disciplines including solar cell history, why we need solar energy, how solar cells produce power, and how they work. During the course we cover mono- and multi-crystalline solar cells, thin film solar cells, and new emerging technologies. The course includes hands-on exercises using virtual instruments, interviews with field experts, and a comprehensive collection of material on solar cells.  At the end of the course you will have gained a fundamental understanding of the field. This will allow you to identify the most interesting or relevant aspects to be pursued in your future studies or in your professional career.",Solar Technology  manufacturing process management  materials  Solar Systems  Energy Solutions  Solar Energy  Solar Cell Manufacturing  energy  renewable energy  Energy Consumption physical-science-and-engineering environmental-science-and-sustainability,dataanalyst
"Modern Robotics, Course 3:  Robot Dynamics",Northwestern University,Advanced,4.7,https://www.coursera.org/learn/modernrobotics-course3,"Do you want to know how robots work?  Are you interested in robotics as a career?  Are you willing to invest the effort to learn fundamental mathematical modeling techniques that are used in all subfields of robotics?  If so, then the ""Modern Robotics:  Mechanics, Planning, and Control"" specialization may be for you.  This specialization, consisting of six short courses, is serious preparation for serious students who hope to work in the field of robotics or to undertake Advanced study.  It is not a sampler.  In Course 3 of the specialization, Robot Dynamics, you will learn efficient numerical algorithms for forward dynamics (calculating the robot's acceleration given its configuration, velocity, and joint forces and torques) and inverse dynamics (calculating the required joint forces and torques given the robot's configuration, velocity, and acceleration).  The former is useful for simulation, and the latter is useful for robot control.  You will also learn how to plan robot trajectories subject to dynamic constraints.  This course follows the textbook ""Modern Robotics:  Mechanics, Planning, and Control"" (Lynch and Park, Cambridge University Press 2017).  You can purchase the book or use the free preprint pdf.  You will build on a library of robotics software in the language of your choice (among Python, Mathematica, and MATLAB) and use the free cross-platform robot simulator V-REP, which allows you to work with state-of-the-art robots in the comfort of your own home and with zero financial investment.",simulation  robotics  Polynomial  time-scale calculus  Algorithms  torque  path (variable)  Actuators  matrix difference equation  inverse element physical-science-and-engineering mechanical-engineering,dataanalyst
Reinforcement Learning for Trading Strategies,Google Cloud,Conversant,3.4,https://www.coursera.org/learn/trading-strategies-reinforcement-learning,"In the final course from the Machine Learning for Trading specialization, you will be introduced to reinforcement learning (RL) and the benefits of using reinforcement learning in trading strategies. You will learn how RL has been integrated with neural networks and review LSTMs and how they can be applied to time series data. By the end of the course, you will be able to build trading strategies using reinforcement learning, differentiate between actor-based policies and value-based policies, and incorporate RL into a momentum trading strategy.  To be successful in this course, you should have Advanced competency in Python programming and familiarity with pertinent libraries for machine learning, such as Scikit-Learn, StatsModels, and Pandas. Experience with SQL is recommended. You should have a background in statistics (expected values and standard deviation, Gaussian distributions, higher moments, probability, linear regressions) and foundational knowledge of financial markets (equities, bonds, derivatives, market structure, hedging).",reinforcement  algorithmic trading  stock  trading strategy  Reinforcement Learning  Artificial Neural Networks  Time Series  Strategy  trading  Machine Learning data-science machine-learning,dataanalyst
State Estimation and Localization for Self-Driving Cars,University of Toronto,Beginner,4.6,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars,"Welcome to State Estimation and Localization for Self-Driving Cars, the second course in University of Toronto�s Self-Driving Cars Specialization. We recommend you take the first course in the Specialization prior to taking this course.   This course will introduce you to the different sensors and how we can use them for state estimation and localization in a self-driving car. By the end of this course, you will be able to: - Understand the key methods for parameter and state estimation used for autonomous driving, such as the method of least-squares - Develop a model for typical vehicle localization sensors, including GPS and IMUs - Apply extended and unscented Kalman Filters to a vehicle state estimation problem - Understand LIDAR scan matching and the Iterative Closest Point algorithm  - Apply these tools to fuse multiple sensor streams into a single state estimate for a self-driving car   For the final project in this course, you will implement the Error-State Extended Kalman Filter (ES-EKF) to localize a vehicle using data from the CARLA simulator.   This is an Advanced course, intended for learners with a background in mechanical engineering, computer and electrical engineering, or robotics. To succeed in this course, you should have programming experience in Python 3.0, familiarity with Linear Algebra (matrices, vectors, matrix multiplication, rank, Eigenvalues and vectors and inverses), Statistics (Gaussian probability distributions), Calculus and Physics (forces, moments, inertia, Newton's Laws).",Estimation  Algorithms  Kalman Filter  extended kalman filter  Computer Programming  least squares  jacobian matrix and determinant  Python Programming  maximum likelihood estimation  point cloud computer-science software-development,dataanalyst
"Python Project: pillow, tesseract, and opencv",University of Michigan,Conversant,3.4,https://www.coursera.org/learn/python-project,"This course will walk you through a hands-on project suitable for a portfolio. You will be introduced to third-party APIs and will be shown how to manipulate images using the Python imaging library (pillow), how to apply optical character recognition to images to recognize text (tesseract and py-tesseract), and how to identify faces in images using the popular opencv library. By the end of the course you will have worked with three different libraries available for Python 3 to create a real-world data-analysis project.  The course is best-suited for learners who have taken the first four courses of the Python 3 Programming Specialization. Learners who already have Python programming skills but want to practice with a hands-on, real-world data-analysis project can also benefit from this course.  This is the fifth and final course in the Python 3 Programming Specialization.",Computer Vision  opencv  optical character recognition  image file formats  software  image processing  python libraries  tesseract (software)  Computer Programming  Python Programming computer-science software-development,dataanalyst
Programming for Everybody (Getting Started with Python),University of Michigan,Conversant,4.8,https://www.coursera.org/learn/python,"This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python.  The course has no pre-requisites and avoids all but the simplest mathematics. Anyone with moderate computer experience should be able to master the materials in this course. This course will cover Chapters 1-5 of the textbook �Python for Everybody�.  Once a student completes this course, they will be ready to take more Advanced programming courses. This course covers Python 3.",syntax  language  semantics  Computer Programming  euler's totient function  for loop  python syntax and semantics  while loop  basic programming language  Python Programming computer-science software-development,dataanalyst
Recovering the Humankind's Past and Saving the Universal Heritage,Sapienza University of Rome,Intermediate,4.3,https://www.coursera.org/learn/preserving-cultural-heritage,"Archaeology is, among human sciences, the discipline with the strongest importance for the rediscovery, but also for the preservation and protection of cultural heritage, as Humankind�s universal patrimony. You will be introduced to the way we ourselves reflect on and are engaged with the study of human past: from the practical and material recovery of ancient traces in the field to the study and interpretation. On the other hand, the discovery of human past implies the correct conservation and presentation for both experts and general public: the study and protection of the past we share every day prevent from any possible destruction, misuse, abuse and thus cancellation of human memory. �Recovering the Humankind's Past and Saving the Universal Heritage� presents to a large public Archaeology as a historical discipline: through an inter-disciplinary perspective you will follow the evolution and change of archaeology to the moment when natural sciences contributed to make the historical reconstructions scientifically sound; the aid of informatics and of virtual reconstructions gives new fascination to the already strong suggestion of Archaeology, as the discipline of discovery par excellence. Within this frame, Ebla, which is the glory of the Sapienza school of Oriental archaeology, will have an exemplary meaning in the course development as a long lasting experience on the field and an excellent example of the scientific results of combined researches and disciplines.  Moreover, the course will focus on actual, innovative instruments to preserve, monitor and give value to cultural heritage through a multidisciplinary approach, based on a deep archaeological and historical knowledge but also on ICT technologies. The wide adoption of ICT technologies in our daily life is also impacting in the way in which we interact with our cultural heritage in particular in terms of preservation and dissemination of cultural objects.  In this course you will  learn the basic techniques  to digitize cultural objects and obtain 3D digital copies of a physical objects such as statues, vases or archaeological sites.  We will also discuss how to structure the raw data in order to facilitate and make effective the access to digital contents. In particular, we will present the European Data Model, a framework for collecting, connecting and enriching data on cultural objects provided by a number of museum, archives, sites and libraries in Europe.",global  art  saving  historical source  scientific method  case study  dissemination  Archeology  history  interpretation arts-and-humanities history,dataanalyst
Analyze Text Data with Yellowbrick,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/analyze-text-data-yellowbrick,"Welcome to this project-based course on Analyzing Text Data with Yellowbrick. Tasks such as assessing document similarity, topic modelling and other text mining endeavors are predicated on the notion of ""closeness"" or ""similarity"" between documents. In this course, we define various distance metrics (e.g. Euclidean, Hamming, Cosine, Manhattan, etc) and understand their merits and shortcomings as they relate to document similarity. We will apply these metrics on documents within a specific corpus and visualize our results. By the end of this course, you will be able to confidently use visual diagnostic tools from Yellowbrick to steer your machine learning workflow, vectorize text data using TF-IDF, and cluster documents using embedding techniques and appropriate metrics.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, Yellowbrick, and scikit-learn pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",text corpus  Data Analysis  Machine Learning  text mining  documents  Topic Model  Data Mining  data clustering algorithms  Python Programming  project data-science machine-learning,dataanalyst
Class Creation in Object Oriented Python,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/class-creation-in-object-oriented-python,"Python is an Object Oriented Language. Object Oriented languages allow the developer to think in terms of real-world objects, such as people, cars, and animals for example. In the procedural realm, developers think in terms of functions (or procedures) and the data those functions act on. By using objects, the data can be combined with functionality � a person has eye color, an animal has behavior etc. This can lead to programs that are easier to understand, maintain, and reuse.  In this course, you will create a Python application in which you will create a class definition, create a constructor for the class, create object instances of the class, and sort a list of objects created from a file.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",objective-c  crt0  c++  ordered pair  Python Programming  sorting  Computer Programming  class (computer programming)  euler's totient function  object-oriented programming computer-science software-development,dataanalyst
"Business Intelligence Concepts, Tools, and Applications",University of Colorado System,Advanced,4.3,https://www.coursera.org/learn/business-intelligence-tools,"This is the fourth course in the Data Warehouse for Business Intelligence specialization. Ideally, the courses should be taken in sequence.  In this course, you will gain the knowledge and skills for using data warehouses for business intelligence purposes and for working as a business intelligence developer. You�ll have the opportunity to work with large data sets in a data warehouse environment and will learn the use of MicroStrategy's Online Analytical Processing (OLAP) and Visualization capabilities to create visualizations and dashboards.   The course gives an overview of how business intelligence technologies can support decision making across any number of business sectors. These technologies have had a profound impact on corporate strategy, performance, and competitiveness and broadly encompass  decision support systems, business intelligence systems, and visual analytics. Modules are organized around the business intelligence concepts, tools, and applications, and the use of data warehouse for business reporting and online analytical processing, for creating visualizations and dashboards, and for business performance management and descriptive analytics.",Data Visualization  balanced scorecard  performance measurement  critical success factor  openfabrics alliance  Business Intelligence  SQL  Data Warehousing  MicroStrategy  Performance Management data-science data-analysis,dataanalyst
Image Compression and Generation using Variational Autoencoders in Python,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/image-compression-generation-vae,"In this 1-hour long project, you will be introduced to the Variational Autoencoder. We will discuss some basic theory behind this model, and move on to creating a machine learning project based on this architecture. Our data comprises 60.000 characters from a dataset of fonts. We will train a variational autoencoder that will be capable of compressing this character font data from 2500 dimensions down to 32 dimensions. This same model will be able to then reconstruct its original input with high fidelity. The true advantage of the variational autoencoder is its ability to create new outputs that come from distributions that closely follow its training data: we can output characters in brand new fonts.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Autoencoder  Test Set  Studentized Residual  project  Python Programming  Computer Programming  mimics  image processing  use case  Machine Learning data-science machine-learning,dataanalyst
Visual Machine Learning with Yellowbrick,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/machine-learning-visualization,"Welcome to this project-based course on Visual Machine Learning with Yellowbrick. In this course, we will explore how to evaluate the performance of a random forest classifier on the Poker Hand data set using visual diagnostic tools from Yellowbrick. With an emphasis on visual steering of our analysis, we will cover the following topics in our machine learning workflow: feature analysis, feature importance, algorithm selection, model evaluation using regression, cross-validation, and hyperparameter tuning.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, Yellowbrick, and scikit-learn pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Algorithm Selection  Algorithms  randomness  hyperparameter  opaque pointer  Random Forest  Regression  Machine Learning  Python Programming  linearity data-science machine-learning,dataanalyst
Create a Memory Puzzle Game in Python Using Pygame,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/create-memory-puzzle-game-in-python-using-pygame,"By the end of this project, you will create a memory puzzle game using python and pygame modules. Python is one of the easiest globally used programming languages, and using the pygame modules with it will give you a chance to easily implement many game applications. Pygame is an open free source that you can download later easily. You will learn about most of the objects and functions in the pygame that will help you to build your own game project. Also you will learn how to insert drawings, images and texts to your game.  Note: This project works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",mod (video gaming)  project  pygame  Graphic Design  logic  Python Programming  logic gate  Computer Programming  euler's totient function  c dynamic memory allocation computer-science software-development,dataanalyst
Writing and Editing: Word Choice and Word Order,University of Michigan,Beginner,4.6,https://www.coursera.org/learn/writing-editing-words,"This course will teach you how to use your written words to become more persuasive. You�ll learn creative ways to use syntax, effective techniques for telling stories, and a clever method for arranging a complex series of information. You�ll also get a chance to both professionalize your use of punctuation and add a bit of style and sophistication to how you craft everything from sentences to slogans.    In addition, you�ll get access to a wide range of books and other resources you can use even after you finish the course. These include (1) the readings and exercises provided to the students who have taken the in-person version of this course at the University of Michigan and the University of Chicago; (2) two digital libraries of excellent writing from a diverse collection of journalists, scientists, novelists, poets, historians, and entrepreneurs; and (3) a monthly �Good Sentences� email. Social media has only accelerated the ways in which we all must learn to use our writing to connect, compete, and create�sometimes all at once. So join us for this first course in a four-part series and experience the many benefits, both personal and professional, of becoming �good with words.�",Writing  punctuation  Legal Writing  english grammar  editing  persuasive writing  grammar  choice  Proofreading  creative writing personal-development personal-development,dataanalyst
